鄉鎮市區,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,交易年月日,建築完成年月,交易筆棟數,移轉層次,建物型態,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,主建物面積,附屬建物面積,陽台面積,電梯
內湖區,陽光街１６１巷１２之２０號四樓,30.44,都市：其他:第二種住宅區。,1100305,1080716,土地1建物1車位0,四層,華廈(10層含以下有電梯),59.120000000000005,1,1,1,有,有,14390000,243403,,31.28,0.0,4.86,有
內湖區,陽光街１６１巷１２之２３號,45.61,都市：其他:第二種住宅區。,1100222,1080716,土地1建物1車位1,一層,華廈(10層含以下有電梯),90.97,3,1,1,有,有,24010000,254465,塔式車位,54.08,0.0,0.0,有
內湖區,內湖路一段５９１巷２號二樓,38.19,都市：其他:第三種住宅區。,1100312,0740114,土地1建物1車位0,二層,公寓(5樓含以下無電梯),135.67000000000002,3,2,2,有,無,21000000,154787,,102.88,0.0,10.43,無
內湖區,康寧路三段９９巷１７弄９３號六樓,78.04,都市：其他:第二種住宅區。,1100223,0900817,土地1建物1車位0,六層,華廈(10層含以下有電梯),145.32,3,2,2,有,有,20700000,142444,,83.2,2.83,11.58,有
中山區,新生北路二段６６號八樓之６,1.56,都市：其他:第肆種商業區(依都市計畫說明書圖規定辦理，始得作第肆種商業區使用)(原屬第參種商業區)。,1100331,0690721,土地1建物1車位0,八層,住宅大樓(11層含以上有電梯),22.18,1,0,1,有,有,3300000,148783,,13.26,0.0,4.9,有
內湖區,民權東路六段５６巷５弄５號二樓,25.09,都市：其他:第三種住宅區。,1100307,0720608,土地1建物1車位0,二層,公寓(5樓含以下無電梯),92.58,3,2,2,有,無,14000000,151221,,73.43,0.0,14.93,無
內湖區,民權東路六段１８０巷４２弄１１號八樓之２,12.71,都市：其他:第三種商業區。,1100313,1070718,土地1建物1車位1,八層,住宅大樓(11層含以上有電梯),172.13,3,2,2,有,有,33750000,236097,坡道平面,73.41,2.04,9.47,有
中山區,民權東路二段１９號二樓之２,18.85,都市：其他:第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第參種住宅區) 但是否在第三種商業區(原屬第參之貳種住宅區於七十九年九月十三日變更為第貳種商業區又於八十四年九月二十七日調整為第參種商業區(均應依前述都市計畫說明書圖規定辦理))。,1100331,0650823,土地1建物1車位0,二層,華廈(10層含以下有電梯),127.27,1,1,1,有,有,26565000,208729,,102.27,0.0,0.0,有
文山區,景華街１０４巷２號二樓,32.25,都市：其他:第三種住宅區。,1100310,0701228,土地1建物1車位0,二層,公寓(5樓含以下無電梯),123.94,3,2,2,有,無,16000000,129095,,101.87,0.0,9.74,無
大安區,安東街３１號五樓,13.18,都市：其他:第三之一種住宅區(特)。,1100326,0850910,土地1建物1車位0,五層,華廈(10層含以下有電梯),37.82,2,1,1,有,有,8800000,232681,,22.7,0.0,3.82,有
大安區,樂利路５巷１５弄３號三樓,31.88,都市：其他:第三種住宅區。,1100323,0710226,土地1建物1車位0,三層,公寓(5樓含以下無電梯),107.8,3,2,2,有,無,23500000,217996,,93.29,0.0,14.51,無
北投區,文林北路１６巷２３號六樓之１,68.52,都市：其他:第三種住宅區。,1100201,1021021,土地1建物1車位1,六層,華廈(10層含以下有電梯),212.62,4,2,2,有,有,44880000,211081,坡道平面,116.92,0.0,12.7,有
士林區,延平北路五段７１號十樓,10.21,都市：其他:第三種住宅區。,1100309,1060113,土地2建物1車位1,十層,住宅大樓(11層含以上有電梯),116.32000000000001,1,1,1,有,有,15000000,181591,升降平面,33.75,8.14,4.81,有
南港區,經貿二路２３５巷５０號五樓,55.76,都市：其他:住宅區(供商務住宅使用)。,1100306,1011107,土地1建物1車位0,五層,住宅大樓(11層含以上有電梯),343.1,0,0,0,無,有,68500000,199650,,178.91,10.1,20.02,有
中山區,新生北路三段１號八樓之１５,3.67,都市：其他:第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第參種住宅區及第參之貳種住宅區) 但是否在第三種商業區(原屬第參之貳種住宅區於七十九年九月十三日變更為第貳種商業區又於八十四年九月二十七日調整為第參種商業區(均應依前述都市計畫說明書圖規定辦理))。,1100311,0700122,土地1建物1車位0,八層,住宅大樓(11層含以上有電梯),36.75,1,1,1,有,有,5660000,154014,,25.81,0.0,0.0,有
大同區,重慶北路三段２０３之３號七樓之１,6.21,都市：其他:第三種住宅區。,1100313,1090728,土地2建物1車位0,七層,住宅大樓(11層含以上有電梯),50.39,0,0,0,無,有,11580000,229808,,25.03,1.85,3.68,有
萬華區,環河南路一段１１１號十四樓,32.04,都市：其他:第四種住宅區。,1100105,1031107,土地1建物1車位2,十四層,住宅大樓(11層含以上有電梯),266.13,3,2,2,有,有,38680000,145343,坡道平面,101.04,18.61,12.82,有
大同區,承德路三段２６３號十一樓之６,19.2,都市：其他:第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第參種住宅區)。,1100201,1010918,土地2建物1車位0,十一層,住宅大樓(11層含以上有電梯),141.95999999999998,3,2,2,有,有,36560000,257537,,81.89,4.85,14.97,有
萬華區,康定路１０５號二十三樓之６,5.32,都市：其他:第四種商業區。,1100403,1050331,土地1建物1車位1,二十三層,住宅大樓(11層含以上有電梯),107.33,2,1,1,有,有,15800000,147210,坡道平面,40.61,1.04,5.1,有
萬華區,康定路１０３號二十五樓之７,4.35,都市：其他:第四種商業區。,1100316,1050331,土地1建物1車位0,二十五層,住宅大樓(11層含以上有電梯),64.24,2,1,1,有,有,13600000,211706,,36.2,0.0,4.57,有
中正區,水源路６５號九樓,13.3,都市：其他:第三種住宅區。,1100324,0950731,土地2建物1車位2,九層,住宅大樓(11層含以上有電梯),147.78,3,2,2,有,有,28500000,192854,坡道機械,72.04,0.77,7.44,有
文山區,福興路１０６巷２８弄７號五樓之１,26.62,都市：其他:第二種住宅區。,1100326,0981202,土地2建物1車位1,五層,住宅大樓(11層含以上有電梯),153.61,3,2,2,有,有,19000000,123690,坡道平面,71.06,0.72,8.48,有
文山區,辛亥路四段２０９巷１８號二十四樓,19.71,都市：其他:第三種住宅區。,1100322,1090430,土地1建物1車位1,二十四層,住宅大樓(11層含以上有電梯),170.17000000000002,4,2,2,有,有,31730000,211743,坡道平面,80.8,7.34,5.98,有
文山區,汀州路四段１７９號二樓,37.19,都市：其他:第三種住宅區。,1100123,0991104,土地1建物1車位0,二層,住宅大樓(11層含以上有電梯),178.67000000000002,3,2,2,有,有,27800000,155594,,94.94,0.0,9.76,有
文山區,辛亥路四段１６６巷２１號九樓,26.77,都市：其他:第三種住宅區。,1100320,1071026,土地1建物1車位1,九層,華廈(10層含以下有電梯),130.81,2,2,1,有,有,23260000,206930,坡道機械,59.68,5.43,4.44,有
文山區,汀州路四段１８１號十二樓,35.3,都市：其他:第三種住宅區。,1100322,0991104,土地1建物1車位0,十二層,住宅大樓(11層含以上有電梯),169.57999999999998,3,2,2,有,有,29600000,174549,,89.6,0.0,9.76,有
文山區,木柵路三段１７９號十二樓之２,16.51,都市：其他:第三種商業區。,1100228,0981126,土地1建物1車位2,十二層,住宅大樓(11層含以上有電梯),237.60000000000002,3,2,2,有,有,35000000,147306,坡道機械,108.23,0.01,9.68,有
大同區,民權西路２３７之８號七樓之２,17.56,都市：其他:聯合開發區(捷)。,1100319,1080625,土地3建物1車位1,七層,住宅大樓(11層含以上有電梯),205.59000000000003,4,2,2,有,有,41000000,214071,坡道機械,117.09,0.0,13.24,有
中正區,忠孝東路二段３９巷２弄１９號二樓,40.0,都市：其他:第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第參種住宅區)。,1100224,0631219,土地1建物1車位0,二層,公寓(5樓含以下無電梯),128.7,3,2,2,有,有,35000000,271950,,113.52,0.0,15.18,無
內湖區,民權東路六段１７５號十一樓之１,13.46,都市：其他:第二種住宅區。,1100312,1041008,土地2建物1車位1,十一層,住宅大樓(11層含以上有電梯),94.87,2,1,1,有,有,21300000,224518,塔式車位,43.16,5.8,4.24,有
內湖區,大湖山莊街１７６巷１８號六樓,31.2,都市：其他:第三種住宅區。,1100308,0971127,土地1建物1車位1,六層,住宅大樓(11層含以上有電梯),158.37,3,2,2,有,有,29770000,187989,坡道平面,74.89,4.48,10.63,有
內湖區,行善路３８８號三樓,605.01,都市：其他:科技工業區(C區)(不得作住宅使用)。,1100209,1051230,土地1建物7車位20,三層,華廈(10層含以下有電梯),2169.12,0,0,0,無,無,363800000,167718,塔式車位,1078.7,50.52,71.33,有
內湖區,瑞光路２６巷２０弄２８號六樓,157.04,都市：其他:科技工業區(A區)(不得作住宅使用)。,1100112,1051209,土地1建物1車位5,六層,華廈(10層含以下有電梯),964.36,0,0,0,無,有,104560000,124021,坡道平面,439.88,0.0,13.57,有
信義區,信義路五段１５０巷１６弄１０號三樓,33.81,都市：其他:第三種住宅區。,1100310,0680609,土地1建物1車位0,三層,公寓(5樓含以下無電梯),93.96,3,1,2,有,無,20400000,217114,,82.11,0.0,11.85,無
士林區,基河路３９６巷６號三樓,51.5,都市：其他:道路用地(公共設施用地)。82/3/18,1100329,1010410,土地2建物1車位2,三層,住宅大樓(11層含以上有電梯),282.51,3,2,2,有,有,54848400,194147,坡道平面,114.42,4.6,12.15,有
大安區,復興南路一段７６號九樓之６,9.66,都市：其他:第三種住宅區。,1100129,0701230,土地3建物1車位0,九層,住宅大樓(11層含以上有電梯),126.31,3,2,2,有,有,29880000,236561,,90.99,0.0,19.16,有
大安區,市民大道四段１２４號四樓之３,6.51,都市：其他:第四之一種住宅區(特)。,1100319,0760619,土地1建物1車位0,四層,華廈(10層含以下有電梯),35.74,1,1,1,有,有,10000000,279799,,20.66,0.0,4.68,有
中正區,南昌路二段１２８號十四樓之１,3.5,都市：其他:第三種住宅區。,1100406,1091013,土地2建物1車位0,十四層,住宅大樓(11層含以上有電梯),42.379999999999995,1,1,1,有,無,11280000,266163,,23.4,1.05,1.89,有
中正區,南昌路二段１２８號五樓之６,4.7,都市：其他:第三種住宅區。,1100407,1091013,土地2建物1車位0,五層,住宅大樓(11層含以上有電梯),56.94,1,1,1,有,無,14220000,249737,,29.51,2.17,3.7,有
文山區,政大一街３２０巷８８號,50.69,都市：其他:第二種住宅區。,1100318,0900716,土地2建物1車位0,一層,華廈(10層含以下有電梯),174.29000000000002,4,2,2,有,有,22700000,130243,,105.99,1.98,17.87,有
中正區,南昌路二段２２２號三樓之５,8.01,都市：其他:第三種住宅區。,1100228,0880524,土地2建物1車位0,三層,住宅大樓(11層含以上有電梯),68.88,2,2,1,有,有,15920000,231127,,50.64,0.0,0.0,有
中山區,北安路８２９號十三樓,6.33,都市：其他:第三種住宅區。,1100311,0991224,土地2建物1車位1,十三層,住宅大樓(11層含以上有電梯),86.93,1,1,1,有,有,15000000,266525,坡道平面,39.18,0.9,3.62,有
中山區,民權東路一段１７號十四樓之１,19.86,都市：其他:第肆種商業區(依都市計畫說明書圖規定辦理，始得作第肆種商業區使用)(原屬第參種商業區)。,1100324,1040623,土地1建物1車位2,十四層,住宅大樓(11層含以上有電梯),319.90999999999997,4,2,2,有,有,64000000,257927,坡道平面,120.59,5.26,21.01,有
萬華區,大理街３０號二樓之２,9.44,都市：其他:第三種商業區。,1100331,1041022,土地2建物1車位0,二層,住宅大樓(11層含以上有電梯),72.42,1,2,1,有,有,13500000,186413,,40.84,0.0,7.06,有
中山區,民權西路２０號十一樓之２,5.5,都市：其他:第四種住宅區。,1100308,0660622,土地2建物1車位0,十一層,住宅大樓(11層含以上有電梯),48.32,1,1,1,有,有,9600000,198675,,40.67,0.0,0.0,有
中山區,敬業二路６９巷５９號十樓之８,27.06,都市：其他:商業區(供一般商業使用不得作住宅使用)。,1100318,0961218,土地1建物2車位1,十層,華廈(10層含以下有電梯),152.56,2,2,2,有,有,30330000,251241,坡道平面,45.04,3.02,19.78,有
中山區,敬業一路１８５號六樓之７,16.54,都市：其他:商業區(供一般商業使用不得作住宅使用)。,1100316,0970422,土地1建物1車位1,六層,華廈(10層含以下有電梯),97.58,2,1,1,有,有,18200000,286863,坡道平面,33.08,1.24,2.73,有
內湖區,安康路４３４巷２０弄３０號二樓之２,12.16,都市：其他:第三種住宅區。,1100403,0850613,土地1建物1車位0,二層,華廈(10層含以下有電梯),35.77,1,1,1,有,有,7200000,201286,,20.99,0.0,2.97,有
中山區,民生東路二段１２７巷５號,47.0,都市：其他:第三種住宅區。,1100301,0650113,土地1建物1車位0,一層,公寓(5樓含以下無電梯),148.6,0,0,0,無,無,42000000,282638,,139.47,9.13,0.0,無
士林區,基河路３８２號二樓,50.12,都市：其他:第三種住宅區。,1100324,0990224,土地1建物1車位1,二層,住宅大樓(11層含以上有電梯),295.1,4,2,4,有,有,63000000,236439,坡道平面,155.16,9.4,8.66,有
士林區,天母東路８１巷２０弄１６號四樓,27.74,都市：其他:第二種住宅區。,1100409,0740124,土地1建物1車位0,四層,公寓(5樓含以下無電梯),108.77,3,2,2,有,有,14000000,128712,,94.14,0.0,10.07,無
信義區,吳興街６００巷１００弄１８號四樓,13.99,都市：其他:第三種住宅區。,1100318,1030108,土地1建物1車位0,四層,住宅大樓(11層含以上有電梯),83.14,2,2,2,有,有,15800000,190041,,40.1,9.44,5.54,有
南港區,忠孝東路七段５１８號六樓,36.54,都市：其他:特定商業區(依都市計畫說明書圖規定辦理)(不得作住宅使用)。,1100330,1040409,土地1建物2車位1,六層,華廈(10層含以下有電梯),214.82,2,0,1,有,有,31000000,144307,坡道平面,84.4,2.59,6.33,有
信義區,吳興街６００巷７６弄７號四樓,26.15,都市：其他:第三種住宅區。,1100301,1060907,土地4建物1車位1,四層,華廈(10層含以下有電梯),190.7,3,2,2,有,有,32680000,201819,坡道平面,86.55,0.0,12.08,有
信義區,富陽街７２巷８號三樓,32.5,都市：其他:第三種住宅區。,1100309,0580719,土地1建物1車位0,三層,公寓(5樓含以下無電梯),90.27,2,2,2,有,無,15350000,170045,,79.72,10.55,0.0,無
松山區,新東街１９號四樓,24.62,都市：其他:第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬住宅用地) 但是否在道路用地(公共設施用地)(應依建築線或俟地籍測量分割後，再確定)。,1100301,0701222,土地1建物1車位0,四層,華廈(10層含以下有電梯),131.09,3,2,2,有,有,28000000,213594,,102.8,0.0,12.58,有
信義區,吳興街６００巷７６弄５號九樓,18.96,都市：其他:第三種住宅區。,1100319,1060907,土地4建物1車位1,九層,華廈(10層含以下有電梯),146.99,2,2,1,有,有,28600000,240008,坡道平面,61.28,0.0,8.5,有
信義區,基隆路二段１７９號九樓之３,10.37,都市：其他:第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第貳種商業區)。,1100318,0990901,土地2建物1車位0,九層,住宅大樓(11層含以上有電梯),130.79000000000002,2,2,2,有,有,33500000,256136,,68.14,4.58,8.76,有
內湖區,內湖路一段２８５巷６５弄１７號四樓之１,25.84,都市：其他:第三種住宅區。,1100323,0701214,土地2建物1車位0,四層,公寓(5樓含以下無電梯),101.6,3,2,1,有,無,13680000,134646,,80.64,0.0,14.66,無
內湖區,安泰街１２５巷３號五樓,25.75,都市：其他:第三種住宅區。,1100319,0860116,土地1建物1車位1,五層,華廈(10層含以下有電梯),93.57,4,1,2,有,有,12380000,132307,升降機械,52.69,2.29,5.93,有
中山區,林森北路３８１號七樓之１１,2.93,都市：其他:第肆種商業區(依都市計畫說明書圖規定辦理，始得作第肆種商業區使用)(原屬第參種商業區)。,1100312,0740520,土地1建物1車位0,七層,住宅大樓(11層含以上有電梯),34.01,0,0,0,無,有,5000000,147016,,24.66,0.0,0.0,有
