鄉鎮市區,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,交易年月日,建築完成年月,交易筆棟數,移轉層次,建物型態,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,主建物面積,附屬建物面積,陽台面積,電梯
士林區,臺北市士林區東山路２５巷２０弄２０之１號,432.47,都市：其他:住宅區(原為保護區，經都市計畫檢討主要計畫變更，但因細部計畫及整體開發作業尚未完成，尚未能准許依變更後計畫用途使用)。,1100729,0860606,土地1建物1車位0,全,透天厝,289.36,6,3,4,有,無,40000000,138236,,248.53,29.42,11.41,無
信義區,臺北市信義區永吉路３０巷１０１弄３１號十樓,32.67,住,1100701,1020510,土地1建物1車位2,十層,住宅大樓(11層含以上有電梯),242.56,3,2,2,有,有,81000000,333938,坡道平面,113.86,5.05,10.38,有
大安區,臺北市大安區嘉興街３２３巷３號八樓之２,25.67,住,1100727,0890626,土地2建物1車位1,八層,住宅大樓(11層含以上有電梯),192.68,3,2,2,有,有,50000000,259511,坡道平面,104.26,3.35,12.81,有
北投區,臺北市北投區行義路１４６巷４６號五樓之２,29.87,,1100713,0860306,土地1建物1車位1,五層,住宅大樓(11層含以上有電梯),205.45,3,2,2,有,有,23560000,114675,坡道平面,110.45,4.6,8.68,有
松山區,臺北市松山區民生東路五段１７１號十一樓之３,12.79,商,1100727,0720915,土地1建物1車位1,十一層,住宅大樓(11層含以上有電梯),143.74,3,2,2,有,有,23000000,160011,坡道平面,115.07,0.0,7.61,有
中山區,臺北市中山區復興北路５１４巷５３號四樓,27.0,住,1100719,0650712,土地1建物1車位0,四層,公寓(5樓含以下無電梯),93.31,5,3,2,有,無,16500000,176830,,86.16,0.0,7.15,無
內湖區,臺北市內湖區環山路二段２５巷１１號五樓,28.65,住,1100718,0711016,土地3建物1車位0,五層,公寓(5樓含以下無電梯),86.08,6,2,3,有,無,13300000,154507,,70.36,0.0,8.36,無
中山區,臺北市中山區五常街１１巷５號十七樓之３,15.96,住,1100625,1080918,土地2建物1車位1,十七層,住宅大樓(11層含以上有電梯),142.74,0,0,0,無,有,28100000,248329,坡道平面,59.63,6.83,4.87,有
中山區,臺北市中山區民權東路三段８８號十三樓之２,25.65,商,1100618,0751125,土地1建物1車位0,十三層,住宅大樓(11層含以上有電梯),239.23,3,2,2,有,有,53560000,223885,,184.14,0.0,18.84,有
中山區,臺北市中山區建國北路一段７８巷２８號七樓,38.67,住,1100619,1000526,土地1建物1車位1,七層,華廈(10層含以下有電梯),175.35,2,3,2,有,有,48500000,282343,其他,64.13,0.0,29.67,有
松山區,臺北市松山區八德路三段１６４號十樓之１０,3.77,商,1100626,0781023,土地2建物1車位0,十層,住宅大樓(11層含以上有電梯),31.270000000000003,1,1,1,有,有,8100000,259034,,24.08,0.0,2.59,有
中山區,臺北市中山區明水路４９０號十四樓,250.58,住,1100618,0920424,土地2建物3車位4,十四層,住宅大樓(11層含以上有電梯),839.4100000000001,6,4,7,有,有,418860000,604982,坡道平面,413.37,1.08,36.24,有
中正區,臺北市中正區仁愛路一段２３巷８號二樓之１,15.02,住,1100617,1061116,土地1建物1車位1,二層,華廈(10層含以下有電梯),87.51,2,1,1,有,有,27410000,357030,升降機械,31.28,2.45,3.79,有
大安區,臺北市大安區大安路一段５１巷１４號四樓,50.38,商,1100623,0570805,土地1建物1車位0,四層,公寓(5樓含以下無電梯),136.43,5,2,2,有,無,33500000,245547,,121.49,0.0,14.94,無
信義區,臺北市信義區莊敬路２７９號二樓,21.57,商,1100622,0700907,土地1建物1車位0,二層,華廈(10層含以下有電梯),119.08000000000001,4,2,2,有,有,25000000,209943,,87.96,0.0,15.91,有
文山區,臺北市文山區下崙路２８巷１號五樓,22.25,住,1100630,1051129,土地1建物1車位1,五層,華廈(10層含以下有電梯),100.69,2,1,1,有,有,17000000,168835,升降機械,46.93,1.42,3.33,有
中山區,臺北市中山區八德路二段５９號四樓,29.86,住,1100624,0690916,土地1建物1車位0,四層,公寓(5樓含以下無電梯),107.09,3,2,2,有,無,18200000,169951,,91.76,0.0,15.33,無
大安區,臺北市大安區永康街７５巷２８號六樓,87.72,住,1100607,1000719,土地1建物1車位8,六層,華廈(10層含以下有電梯),626.87,4,2,4,有,有,185000000,295117,坡道機械,244.44,10.8,29.21,有
內湖區,臺北市內湖區成功路二段３２８號五樓之６,15.79,商,1100605,0981030,土地1建物1車位1,五層,住宅大樓(11層含以上有電梯),207.03,3,2,2,有,有,33800000,163261,坡道平面,92.21,6.86,6.61,有
信義區,臺北市信義區永吉路３６９號十二樓,27.18,商,1100611,1060905,土地1建物1車位2,十二層,住宅大樓(11層含以上有電梯),264.05,4,2,2,有,有,64000000,295572,坡道平面,113.0,9.46,9.73,有
內湖區,臺北市內湖區內湖路一段４７巷２０之１號二樓,33.61,住,1100622,0780426,土地1建物1車位0,二層,公寓(5樓含以下無電梯),105.87,3,2,2,有,無,16400000,154907,,91.71,0.0,9.51,無
北投區,臺北市北投區中山路１之７號五樓之４,8.27,都市：其他:特定觀光商業專用區。,1100510,0670404,土地1建物1車位0,五層,華廈(10層含以下有電梯),47.08,1,1,1,有,有,6500000,138063,,38.47,0.0,2.85,有
松山區,臺北市松山區饒河街１９９號十一樓,13.48,商,1100525,1071003,土地1建物1車位1,十一層,住宅大樓(11層含以上有電梯),245.63,4,2,2,有,有,45000000,212598,坡道平面,111.75,1.48,28.95,有
內湖區,臺北市內湖區文湖街２１巷９８弄６號五樓之１,9.85,住,1100526,0970124,土地1建物1車位0,五層,華廈(10層含以下有電梯),48.12,1,1,1,有,有,8300000,172485,,25.9,0.63,4.96,有
士林區,臺北市士林區大南路２８５巷１號四樓,16.82,商,1100522,0720822,土地1建物1車位0,四層,公寓(5樓含以下無電梯),84.83000000000001,2,1,1,有,無,10300000,121419,,73.62,0.0,0.0,無
大安區,臺北市大安區臥龍街４３巷７號十一樓,24.37,住,1100506,0790502,土地2建物1車位1,十一層,住宅大樓(11層含以上有電梯),159.19,4,2,2,有,有,37500000,235568,坡道平面,141.82,0.0,10.7,有
中正區,臺北市中正區仁愛路一段２３巷８號五樓之１,15.04,住,1100521,1061116,土地1建物1車位1,五層,華廈(10層含以下有電梯),87.73,2,1,1,有,有,27480000,356908,升降機械,31.28,2.52,3.83,有
中正區,臺北市中正區濟南路一段１３巷６號二樓之３,12.57,住,1100506,1100323,土地1建物1車位1,二層,華廈(10層含以下有電梯),91.17,1,1,1,有,有,19000000,361525,升降平面,25.97,0.93,2.05,有
萬華區,臺北市萬華區莒光路３３７號八樓,30.97,住,1100422,1061227,土地2建物1車位2,八層,住宅大樓(11層含以上有電梯),259.43,4,2,2,有,有,47500000,208731,坡道平面,113.13,5.55,15.68,有
大安區,臺北市大安區市民大道三段１８６號十八樓之１,32.9,住,1100412,1050111,土地2建物1車位2,十八層,住宅大樓(11層含以上有電梯),321.67999999999995,3,2,2,有,有,96130000,332733,坡道平面,163.0,10.69,14.48,有
大同區,臺北市大同區敦煌路８０巷２之１號四樓之２,32.12,住,1100405,0970516,土地2建物1車位1,四層,住宅大樓(11層含以上有電梯),210.26999999999998,4,2,2,有,有,37800000,179769,坡道平面,114.36,2.44,10.62,有
中山區,臺北市中山區民權東路一段１９號六樓,19.78,商,1100430,1040623,土地1建物1車位1,六層,住宅大樓(11層含以上有電梯),273.28,3,2,2,有,有,63500000,232362,坡道平面,126.23,3.54,21.01,有
士林區,臺北市士林區文林路５５６號十三樓之１,11.92,商,1100430,1050517,土地1建物1車位1,十三層,住宅大樓(11層含以上有電梯),114.62,2,2,1,有,有,22450000,236833,坡道平面,50.58,2.61,6.51,有
信義區,臺北市信義區莊敬路３４１巷４弄９號三樓,24.59,住,1100413,0720815,土地1建物1車位0,三層,華廈(10層含以下有電梯),120.52,3,2,2,有,無,28580000,237139,,92.12,0.0,17.26,有
中正區,臺北市中正區濟南路一段１３巷６號七樓之５,9.0,住,1100424,1100323,土地1建物1車位0,七層,華廈(10層含以下有電梯),37.01,1,1,1,有,有,13880000,375034,,20.69,0.97,1.83,有
南港區,臺北市南港區經貿二路２３５巷２８號二樓,14.82,住,1100425,1031002,土地1建物1車位1,二層,華廈(10層含以下有電梯),92.08,1,1,1,有,有,20650000,224262,塔式車位,46.89,1.69,6.24,有
內湖區,臺北市內湖區康寧路三段５４巷１３號三樓,34.21,住,1100410,0821227,土地1建物1車位1,三層,華廈(10層含以下有電梯),116.43,3,2,2,有,有,20800000,178648,坡道機械,76.97,0.47,4.74,有
中正區,臺北市中正區濟南路一段１３巷６號四樓,10.61,住,1100414,1100323,土地1建物1車位0,四層,華廈(10層含以下有電梯),43.43,1,1,1,有,有,16000000,368409,,24.57,0.93,2.05,有
萬華區,臺北市萬華區長泰街１５２號三樓,24.45,商,1100428,1010406,土地1建物1車位1,三層,住宅大樓(11層含以上有電梯),168.6,3,3,2,有,有,28600000,171027,升降機械,88.91,8.84,10.08,有
內湖區,臺北市內湖區內湖路二段１０３巷１６號二十二樓,100.37,住,1100429,1070619,土地1建物1車位3,二十二層,住宅大樓(11層含以上有電梯),642.13,0,0,0,無,有,231330000,426094,坡道平面,280.75,2.0,42.12,有
中山區,臺北市中山區北安路８０５巷４弄８號二樓,20.34,住,1100410,1070312,土地1建物1車位1,二層,華廈(10層含以下有電梯),111.03,2,1,1,有,有,29421000,264982,塔式車位,47.32,5.85,6.36,有
中山區,臺北市中山區北安路８０５巷４弄６號五樓,21.32,住,1100417,1070312,土地1建物1車位1,五層,華廈(10層含以下有電梯),115.95,2,1,1,有,有,31074700,268001,塔式車位,48.82,3.56,10.04,有
中山區,臺北市中山區北安路８０５巷４弄８號四樓,20.34,住,1100410,1070312,土地1建物1車位1,四層,華廈(10層含以下有電梯),111.03,2,1,1,有,有,28500300,256690,塔式車位,47.32,5.85,6.36,有
大安區,臺北市大安區建國南路二段６７號二十一樓,66.24,住,1100412,1070802,土地2建物1車位2,二十一層,住宅大樓(11層含以上有電梯),546.35,0,0,0,無,有,400560000,796801,坡道平面,257.45,8.41,33.9,有
松山區,臺北市松山區敦化南路一段３號八樓,16.24,住,1100318,1100203,土地2建物1車位1,八層,住宅大樓(11層含以上有電梯),235.31,0,0,0,無,無,119200000,574794,坡道平面,113.34,2.87,13.05,有
中正區,臺北市中正區濟南路一段１３巷６號六樓,12.04,住,1100307,1100323,土地1建物1車位1,六層,華廈(10層含以下有電梯),88.97,1,1,1,有,有,18180000,367864,升降平面,24.57,0.93,2.05,有
大同區,臺北市大同區環河北路二段２６９號二樓之９,17.65,住,1100324,0650113,土地2建物1車位0,二層,華廈(10層含以下有電梯),40.39,0,0,0,無,無,5500000,136172,,31.28,0.0,0.0,有
中正區,臺北市中正區仁愛路一段２３巷８號四樓,14.46,住,1100301,1061116,土地1建物1車位1,四層,華廈(10層含以下有電梯),85.02000000000001,2,1,1,有,有,26420000,362961,升降機械,31.87,2.06,2.25,有
中正區,臺北市中正區濟南路一段１３巷６號二樓,12.04,住,1100318,1100323,土地1建物1車位1,二層,華廈(10層含以下有電梯),88.97,1,1,1,有,有,17510000,352440,升降平面,24.57,0.93,2.05,有
中山區,臺北市中山區遼寧街１７７巷４３號,181.85,商,1100304,0560620,土地3建物1車位0,全,透天厝,114.67,3,2,2,有,無,166000000,1447632,,114.67,0.0,0.0,無
信義區,臺北市信義區松高路９０之１號六樓,74.92,住,1100316,0861126,土地1建物1車位1,六層,住宅大樓(11層含以上有電梯),271.32,2,2,1,有,有,97000000,357511,坡道平面,147.02,5.26,17.66,有
信義區,臺北市信義區松高路９０號六樓,80.54,住,1100316,0861126,土地1建物1車位1,六層,住宅大樓(11層含以上有電梯),286.82,2,1,2,有,有,103000000,359110,坡道平面,158.21,5.26,17.87,有
內湖區,臺北市內湖區民權東路六段４１７號八樓,41.92,住,1100330,0890915,土地1建物1車位1,八層,住宅大樓(11層含以上有電梯),223.13,4,2,2,有,有,38800000,173890,坡道平面,132.65,0.0,10.14,有
中正區,臺北市中正區濟南路一段１３巷６號七樓之３,12.57,住,1100312,1100323,土地1建物1車位1,七層,華廈(10層含以下有電梯),91.17,1,1,1,有,有,19280000,377520,升降平面,25.97,0.93,2.05,有
士林區,臺北市士林區重慶北路四段４９巷５５號,10.51,商,1100316,1100127,土地1建物1車位0,一層,華廈(10層含以下有電梯),58.040000000000006,2,1,1,有,有,13000000,223983,,36.6,0.0,0.0,有
文山區,臺北市文山區興隆路三段３０４巷９１之５號三樓,23.74,住,1100314,1081016,土地1建物1車位0,三層,華廈(10層含以下有電梯),88.5,2,2,1,有,有,16200000,183051,,50.99,2.67,7.7,有
內湖區,臺北市內湖區內湖路二段１０３巷１６號十五樓,100.79,住,1100320,1070619,土地1建物1車位3,十五層,住宅大樓(11層含以上有電梯),646.3199999999999,3,3,4,有,有,231330000,422135,坡道平面,280.84,2.0,44.73,有
中正區,臺北市中正區濟南路一段１３巷６號五樓,11.9,住,1100323,1100323,土地1建物1車位1,五層,華廈(10層含以下有電梯),85.34,1,1,1,有,有,18080000,365562,升降平面,24.57,0.93,2.05,有
士林區,臺北市士林區天母東路８號十樓,77.87,商,1100327,1050920,土地2建物1車位3,十層,住宅大樓(11層含以上有電梯),671.5999999999999,0,0,0,無,有,241000000,390659,坡道平面,318.18,15.52,51.95,有
中正區,臺北市中正區濟南路一段１３巷６號六樓之３,12.42,住,1100312,1100323,土地1建物1車位1,六層,華廈(10層含以下有電梯),87.54,1,1,1,有,有,18980000,372042,升降平面,25.97,0.93,2.05,有
中山區,臺北市中山區龍江路４１２巷３５號四樓,22.6,商,1100208,0711029,土地1建物1車位0,四層,公寓(5樓含以下無電梯),92.47,3,2,2,有,無,15000000,162215,,81.31,0.0,11.16,無
中正區,臺北市中正區濟南路一段１３巷６號四樓之３,12.57,住,1100123,1100323,土地1建物1車位1,四層,華廈(10層含以下有電梯),91.17,1,1,1,有,有,18880000,363278,升降平面,25.97,0.93,2.05,有
中正區,臺北市中正區濟南路一段１３巷６號六樓之５,10.42,住,1100118,1100323,土地1建物1車位1,六層,華廈(10層含以下有電梯),82.53999999999999,1,1,1,有,有,16000000,375574,升降平面,20.69,0.97,1.83,有
中正區,臺北市中正區仁愛路一段２３巷８號二樓,14.45,住,1100120,1061116,土地1建物1車位0,二層,華廈(10層含以下有電梯),67.28,2,1,1,有,有,26455000,393207,,31.87,2.06,2.25,有
信義區,臺北市信義區信安街１０３巷６之６號三樓,48.62,住,1100129,1100618,土地1建物1車位1,三層,華廈(10層含以下有電梯),126.1,2,2,1,有,有,25000000,231054,坡道平面,51.08,7.16,4.27,有
信義區,臺北市信義區忠孝東路五段４６９號七樓之１,8.67,商,1100124,1100119,土地2建物1車位1,七層,住宅大樓(11層含以上有電梯),104.08,1,2,1,有,有,29580000,363409,坡道平面,44.96,2.38,3.33,有
內湖區,民權東路六段２１０巷２１弄５號六樓,7.49,都市：其他:第一種商業區。,1100102,1081111,土地1建物1車位1,六層,華廈(10層含以下有電梯),59.129999999999995,1,1,1,有,有,14300000,241840,塔式車位,23.74,2.8,4.7,有
士林區,東山路１２０巷３號四樓,28.83,都市：其他:第三種住宅區。,1100106,0731218,土地1建物1車位0,四層,公寓(5樓含以下無電梯),118.94,3,1,2,有,無,15500000,130318,,98.99,0.0,11.87,無
中山區,林森北路１２１號九樓之７,2.74,都市：其他:第肆種商業區(依都市計畫說明書圖規定辦理，始得作第肆種商業區使用)(原屬第參種商業區)。,1100112,0971215,土地1建物1車位0,九層,住宅大樓(11層含以上有電梯),33.129999999999995,1,1,1,有,有,7450000,224872,,20.86,1.88,0.0,有
大同區,酒泉街１１６號三樓,21.71,都市：其他:第三種住宅區。,1100105,0700917,土地3建物1車位0,三層,公寓(5樓含以下無電梯),99.32,3,2,2,有,無,12700000,127870,,92.17,0.0,7.15,無
內湖區,民權東路六段２１０巷２１弄７號八樓之１,12.88,都市：其他:第一種商業區。,1100109,1081111,土地1建物1車位1,八層,華廈(10層含以下有電梯),95.13,1,1,1,有,有,22760000,239252,塔式車位,41.12,9.77,3.22,有
文山區,新光路一段１２６號四樓,51.82,都市：其他:第三之一種住宅區。,1100108,0770719,土地1建物1車位0,四層,公寓(5樓含以下無電梯),150.96,4,2,2,有,無,16000000,105988,,123.15,0.0,15.79,無
北投區,幽雅路７號六樓之１８,7.02,都市：其他:市場用地(公共設施用地)。59/7/4,1100106,0980205,土地1建物1車位0,六層,住宅大樓(11層含以上有電梯),43.480000000000004,0,0,0,無,無,5100000,117295,,26.09,1.36,0.0,有
萬華區,和平西路三段３８２巷２弄５號三樓,29.75,都市：其他:第三種住宅區。,1100104,0650316,土地1建物1車位0,三層,公寓(5樓含以下無電梯),92.11,3,2,1,有,無,9300000,100966,,75.86,0.0,16.25,無
北投區,珠海路１３３巷８號十一樓,87.5,都市：其他:第二種住宅區。,1100104,0970123,土地1建物1車位1,十一層,住宅大樓(11層含以上有電梯),213.92000000000002,3,2,2,有,有,25200000,117801,坡道平面,105.78,4.28,9.99,有
中山區,龍江路３１８巷１７號二樓,32.92,都市：其他:第三種住宅區。,1100106,0681220,土地2建物1車位0,二層,公寓(5樓含以下無電梯),126.95,3,2,2,有,無,24180000,190469,,109.45,0.0,17.5,無
內湖區,陽光街１６１巷１２之４０號三樓,24.9,都市：其他:第二種住宅區。,1100106,1080716,土地1建物1車位0,三層,華廈(10層含以下有電梯),48.34,1,1,1,有,有,10730000,221969,,25.43,0.0,4.13,有
萬華區,昆明街４６號五樓之１８,7.84,都市：其他:第四種商業區。,1100102,0761221,土地1建物1車位0,五層,華廈(10層含以下有電梯),51.42,1,1,1,有,有,8050000,156554,,37.56,0.0,0.0,有
中山區,中原街２２號二樓之１６,6.31,都市：其他:第三種住宅區。,1100115,0660625,土地1建物1車位0,二層,華廈(10層含以下有電梯),37.21,1,1,1,有,無,5750000,154528,,28.22,0.0,2.38,有
內湖區,民權東路六段２１０巷２１弄７號二樓之１,7.04,都市：其他:第一種商業區。,1100110,1081111,土地1建物1車位1,二層,華廈(10層含以下有電梯),55.86,1,1,1,有,有,12600000,225564,塔式車位,21.95,2.64,4.49,有
中山區,林森北路３８１號七樓之１,3.17,都市：其他:第肆種商業區(依都市計畫說明書圖規定辦理，始得作第肆種商業區使用)(原屬第參種商業區)。,1100107,0740520,土地1建物1車位0,七層,住宅大樓(11層含以上有電梯),36.85,0,0,1,有,有,5900000,160109,,26.72,0.0,0.0,有
南港區,中南街１４０之７號二樓,20.55,都市：其他:第三種住宅區。,1100105,0861110,土地1建物1車位0,二層,華廈(10層含以下有電梯),105.94,4,1,1,有,有,14700000,138758,,46.95,27.47,7.59,有
信義區,崇德街３１巷５弄７號三樓,29.3,都市：其他:第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第貳種商業區)。,1100117,0760514,土地2建物1車位0,三層,公寓(5樓含以下無電梯),122.17,3,2,2,有,無,18600000,152247,,95.18,0.0,10.62,無
信義區,松德路１２５號四樓之１,21.34,都市：其他:第三種住宅區。,1100109,0831021,土地3建物1車位1,四層,住宅大樓(11層含以上有電梯),251.97000000000003,4,2,2,有,有,60500000,240108,坡道平面,189.15,4.3,13.91,有
北投區,三合街一段７９巷３８號二樓,37.12,都市：其他:第三種住宅區。,1100105,1050712,土地1建物1車位1,二層,華廈(10層含以下有電梯),229.64,3,2,2,有,有,36500000,158944,坡道平面,102.98,5.06,14.9,有
士林區,社中街１５２巷１０號二樓,24.0,都市：其他:第三種住宅區。,1100108,0581024,土地1建物1車位0,二層,公寓(5樓含以下無電梯),59.78,2,1,1,有,無,5000000,83640,,59.78,0.0,0.0,無
文山區,指南路三段５４號八樓,46.08,都市：其他:第三種住宅區。,1100120,0961001,土地1建物1車位2,八層,華廈(10層含以下有電梯),287.95,3,2,2,有,有,30000000,104185,坡道平面,126.04,1.73,10.92,有
中正區,仁愛路二段１６號十一樓之１,46.0,都市：其他:第三種住宅區。,1100112,0980907,土地3建物1車位1,十一層,住宅大樓(11層含以上有電梯),356.42,4,2,3,有,有,111320000,312328,坡道平面,196.37,0.41,17.77,有
大同區,延平北路二段２５５號五樓之１１,11.94,都市：其他:道路用地(公共設施用地)。63/10/18,1100113,0681211,土地28建物1車位0,五層,住宅大樓(11層含以上有電梯),116.59,3,2,2,有,有,17600000,150956,,108.19,0.0,8.4,有
南港區,園區街１９號五樓之１,18.01,都市：其他:住宅區(供住宅使用)。,1100103,0951116,土地1建物1車位0,五層,住宅大樓(11層含以上有電梯),90.36,2,2,1,有,有,22680000,250996,,54.2,1.12,3.74,有
中山區,新生北路三段１號十三樓之６,2.35,都市：其他:第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第參種住宅區及第參之貳種住宅區) 但是否在第三種商業區(原屬第參之貳種住宅區於七十九年九月十三日變更為第貳種商業區又於八十四年九月二十七日調整為第參種商業區(均應依前述都市計畫說明書圖規定辦理))。,1100101,0700122,土地1建物1車位0,十三層,住宅大樓(11層含以上有電梯),22.61,1,1,1,有,有,4000000,176913,,16.05,0.0,0.0,有
內湖區,內湖路二段１０３巷１００弄１１號六樓,50.95,都市：其他:第三種住宅區。,1100104,0850423,土地5建物1車位1,六層,華廈(10層含以下有電梯),188.64,3,2,2,有,有,33500000,177578,坡道平面,106.33,3.37,13.47,有
大安區,建國南路二段１５１巷１９弄７號六樓,22.93,都市：其他:第三種住宅區。,1100109,0750415,土地1建物1車位0,六層,住宅大樓(11層含以上有電梯),117.67,3,2,2,有,有,28000000,237954,,82.58,0.55,11.26,有
大安區,和平東路一段１９１號四樓之２,4.52,都市：其他:第三種住宅區。,1100105,1071224,土地2建物1車位0,四層,住宅大樓(11層含以上有電梯),46.980000000000004,1,1,1,有,有,15063000,320626,,25.62,1.2,1.69,有
內湖區,民權東路六段２１０巷２１弄５號二樓,7.55,都市：其他:第一種商業區。,1100102,1081111,土地1建物1車位1,二層,華廈(10層含以下有電梯),59.150000000000006,1,1,1,有,有,13680000,231276,塔式車位,23.74,2.8,4.72,有
北投區,公路１６１巷２７號五樓,95.15,都市：其他:第三種住宅區。,1100101,1041119,土地2建物1車位1,五層,華廈(10層含以下有電梯),193.75,3,2,2,有,有,28000000,158522,坡道平面,78.62,15.94,9.59,有
萬華區,西昌街５５號二樓,18.22,都市：其他:第四種住宅區。,1100103,1090325,土地1建物1車位1,二層,華廈(10層含以下有電梯),111.8,2,1,1,有,無,18020000,173039,其他,49.44,1.62,9.66,有
大安區,安和路二段２１３號十三樓,23.84,都市：其他:第三種住宅區。,1100106,0740612,土地1建物1車位0,十三層,住宅大樓(11層含以上有電梯),205.56,5,2,2,有,有,53897624,262199,,154.75,4.08,17.6,有
大安區,延吉街６０號六樓之２,10.43,都市：其他:第四之一種住宅區(特)。,1100108,0760430,土地1建物1車位0,六層,華廈(10層含以下有電梯),49.32,2,1,1,有,有,14980000,303731,,32.61,0.0,4.6,有
北投區,石仙路１巷１０號三樓,30.35,都市：其他:第三種住宅區。,1100111,0700404,土地3建物1車位0,三層,公寓(5樓含以下無電梯),73.04,3,1,1,有,無,5500000,75301,,68.81,0.0,4.23,無
松山區,民權東路三段１０６巷１３號二樓,36.91,都市：其他:第三種住宅區。,1100104,0740817,土地1建物1車位0,二層,華廈(10層含以下有電梯),222.99,1,2,2,有,無,59000000,264586,,188.6,0.0,23.67,有
松山區,敦化南路一段１００巷５弄１５號三樓,24.25,都市：其他:第三之一種住宅區(特)。,1100113,0570109,土地1建物1車位0,三層,公寓(5樓含以下無電梯),54.48,2,2,1,有,無,10000000,183554,,54.48,0.0,0.0,無
大同區,雙連街７９號八樓,13.67,都市：其他:第四種住宅區。,1100109,1060726,土地1建物1車位0,八層,住宅大樓(11層含以上有電梯),132.62,3,2,2,有,有,38000000,286533,,82.57,1.98,8.09,有
北投區,奇岩路１２之５號,30.88,都市：其他:第二種住宅區。,1100109,1011023,土地1建物1車位0,一層,華廈(10層含以下有電梯),45.44,1,0,1,有,有,4900000,107835,,24.52,1.27,2.74,有
大同區,重慶北路二段１２３號八樓之２,9.64,都市：其他:第三種商業區。,1100110,1090916,土地1建物1車位1,八層,住宅大樓(11層含以上有電梯),107.33,0,0,0,無,有,23000000,236203,升降機械,54.58,0.0,3.95,有
萬華區,寶興街６８巷２９號七樓之１,26.71,都市：其他:第三種住宅區。,1100120,1090312,土地1建物1車位1,七層,華廈(10層含以下有電梯),110.33,2,1,1,有,無,17700000,170931,升降機械,46.2,8.9,4.57,有
萬華區,中華路二段４４巷４號,22.15,都市：其他:第三種住宅區。,1100101,0790416,土地2建物1車位0,一層,公寓(5樓含以下無電梯),114.83000000000001,0,0,0,無,無,17700000,154141,,85.62,21.81,0.0,無
文山區,興隆路三段２０７巷１０弄３號四樓,25.85,都市：其他:第二種住宅區。,1100111,0730830,土地1建物1車位0,四層,公寓(5樓含以下無電梯),102.5,3,2,1,有,有,8380000,81756,,76.23,0.0,15.76,無
中正區,臨沂街２５號十一樓,87.38,都市：其他:第三種住宅區。,1100106,1040826,土地1建物1車位6,十一層,住宅大樓(11層含以上有電梯),760.9200000000001,0,0,0,無,有,278260000,514280,坡道平面,276.44,0.0,35.92,有
中山區,中山北路二段８５巷１號四樓,13.9,都市：其他:第肆種商業區(依都市計畫說明書圖規定辦理，始得作第肆種商業區使用)(原屬第參種商業區)。,1100114,1081125,土地1建物1車位1,四層,華廈(10層含以下有電梯),91.69999999999999,1,1,1,有,有,21850000,272641,升降機械,32.22,0.48,10.63,有
士林區,德行東路３３１巷４１號八樓,29.5,都市：其他:市場用地(公共設施用地)。59/7/4,1100115,0761130,土地1建物1車位0,八層,華廈(10層含以下有電梯),154.97,3,2,2,有,有,32400000,209073,,132.55,0.0,14.68,有
大同區,庫倫街１３巷３弄２１號四樓,15.05,都市：其他:第三種住宅區。,1100110,1070130,土地1建物1車位0,四層,華廈(10層含以下有電梯),58.41,1,1,1,有,有,12450000,213148,,31.31,2.45,4.41,有
內湖區,新明路４２８巷１號二樓之１,13.81,都市：其他:第三種住宅區。,1100111,1080506,土地1建物1車位1,二層,住宅大樓(11層含以上有電梯),115.3,2,2,1,有,有,19070000,165395,坡道平面,42.66,7.57,4.41,有
中山區,錦西街３１號七樓之５,9.07,都市：其他:第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第肆種住宅區) 但是否在道路用地(公共設施用地)(應依建築線或俟地籍測量分割後，再確定)。,1100119,0660608,土地1建物1車位0,七層,華廈(10層含以下有電梯),49.08,1,1,1,有,有,9946000,202649,,34.37,0.0,0.0,有
士林區,芝玉路一段２２２號八樓之２,62.71,都市：其他:第三種住宅區。,1100119,0971112,土地1建物2車位3,八層,住宅大樓(11層含以上有電梯),338.23,4,2,3,有,有,68000000,201047,坡道平面,160.85,4.46,14.77,有
大安區,安和路二段８８號十四樓,21.4,都市：其他:第三之一種住宅區。,1100117,0780810,土地2建物1車位1,十四層,住宅大樓(11層含以上有電梯),242.75,5,2,2,有,有,71000000,324471,坡道平面,146.61,0.0,30.21,有
士林區,中山北路七段１４巷５弄１０號五樓,38.0,都市：其他:第三種住宅區。,1100106,0670109,土地1建物1車位0,五層,公寓(5樓含以下無電梯),159.96,3,2,2,有,無,20000000,125031,,139.86,0.0,20.1,無
內湖區,大湖街１３１巷２弄４３號七樓,50.11,都市：其他:第二種住宅區。,1100106,0760629,土地1建物1車位0,七層,華廈(10層含以下有電梯),81.51,2,2,1,有,有,14500000,177892,,65.06,0.64,8.02,有
大安區,和平東路三段４５０號五樓之３,12.85,都市：其他:第三種住宅區。,1100125,1090804,土地1建物1車位0,五層,住宅大樓(11層含以上有電梯),75.42,1,1,1,有,無,18130000,240387,,43.84,0.0,3.9,有
